L1,L2,L3,L4,L5,isCoupled
양념 · 소스 · 조미료 · 분말류,분말 조미료,오레가노 럽드,,,FALSE
양념 · 소스 · 조미료 · 분말류,분말 조미료,바질 럽드,,,FALSE
양념 · 소스 · 조미료 · 분말류,분말 조미료,파슬리 가루,,,FALSE
양념 · 소스 · 조미료 · 분말류,분말 조미료,시나몬 가루,,,FALSE
양념 · 소스 · 조미료 · 분말류,분말 조미료,계피 가루,,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,고추장,,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,미소 된장,,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,된장,,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,쌈장,,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,춘장,,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,청국장,,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,초장,,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,연겨자,,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,고추냉이(와사비),,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,간장,진간장,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,간장,국간장,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,간장,맛간장,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,간장,조림장,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,간장,양조간장,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,간장,쯔유,,FALSE
양념 · 소스 · 조미료 · 분말류,장류,간장,해선간장,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,멸치 액젓(멜젓),,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,갈치 속젓,,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,까나리 액젓,,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,참치 액젓,,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,새우젓,,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,명란젓,,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,오징어젓,,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,낙지젓,,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,어리굴젓,,,FALSE
양념 · 소스 · 조미료 · 분말류,액젓/젓갈,창란젓,,,FALSE
양념 · 소스 · 조미료 · 분말류,식초,사과 식초,,,FALSE
양념 · 소스 · 조미료 · 분말류,식초,양조 식초,,,FALSE
양념 · 소스 · 조미료 · 분말류,식초,현미 식초,,,FALSE
유지류(오일),식용유,콩기름,,,FALSE
유지류(오일),식용유,카놀라유,,,FALSE
유지류(오일),식용유,포도씨유,,,FALSE
유지류(오일),식용유,해바라기씨유,,,FALSE
유지류(오일),식용유,옥수수유,,,FALSE
유지류(오일),식용유,올리브유,,,FALSE
유지류(오일),식용유,올리브유,엑스트라 버진,,FALSE
유지류(오일),풍미유 · 향미유,참기름,,,FALSE
유지류(오일),풍미유 · 향미유,들기름,,,FALSE
유지류(오일),풍미유 · 향미유,고추기름(라유),,,FALSE
유지류(오일),풍미유 · 향미유,파기름,,,FALSE
유지류(오일),풍미유 · 향미유,트러플 오일,,,FALSE
유지류(오일),풍미유 · 향미유,아보카도 오일,,,FALSE
유지류(오일),풍미유 · 향미유,코코넛 오일,,,FALSE
유지류(오일),고체 유지류,마가린,,,FALSE
유지류(오일),고체 유지류,라드(돼지 기름),,,FALSE
유지류(오일),고체 유지류,쇼트닝,,,FALSE
유제품(대체유),우유,,,,FALSE
유제품(대체유),아몬드 밀크(아몬드유),,,,FALSE
유제품(대체유),오트 밀크(귀리 우유),,,,FALSE
유제품(대체유),요거트,플레인,,,FALSE
유제품(대체유),요거트,그릭,,,FALSE
유제품(대체유),연유,,,,FALSE
유제품(대체유),버터,무염 버터,,,FALSE
유제품(대체유),버터,가염 버터,,,FALSE
유제품(대체유),버터,기 버터,,,FALSE
유제품(대체유),크림,생크림(유크림),,,FALSE
유제품(대체유),크림,동물성 휘핑 크림,,,FALSE
유제품(대체유),크림,식물성 휘핑 크림,,,FALSE
유제품(대체유),크림,샤워 크림,,,FALSE
유제품(대체유),크림,클로티드 크림,,,FALSE
유제품(대체유),치즈,슬라이스 치즈,,,FALSE
유제품(대체유),치즈,슬라이스 체다 치즈,,,FALSE
유제품(대체유),치즈,슈레드 치즈(피자 치즈),,,FALSE
유제품(대체유),치즈,크림 치즈,,,FALSE
유제품(대체유),치즈,모짜렐라 치즈,,,FALSE
유제품(대체유),치즈,체다 치즈,,,FALSE
유제품(대체유),치즈,파르미지아노 레자노(파마산 치즈),,,FALSE
유제품(대체유),치즈,리코타 치즈,,,FALSE
유제품(대체유),치즈,브라타 치즈,,,FALSE
유제품(대체유),치즈,고다 치즈,,,FALSE
유제품(대체유),치즈,마스파코네 치즈,,,FALSE
유제품(대체유),치즈,파마산 치즈 가루,,,FALSE
가공 식품 및 재료,쌀밥(햇반/즉석 밥),,,,FALSE
가공 식품 및 재료,도토리묵,,,,FALSE
가공 식품 및 재료,청포묵,,,,FALSE
가공 식품 및 재료,단무지,,,,FALSE
가공 식품 및 재료,마늘 후레이크,,,,FALSE
가공 식품 및 재료,양파 후레이크,,,,FALSE
가공 식품 및 재료,크러쉬드 페퍼,,,,FALSE
가공 식품 및 재료,베이컨 칩,,,,FALSE
가공 식품 및 재료,후리카케,,,,FALSE
가공 식품 및 재료,크루통,,,,FALSE
가공 식품 및 재료,피클,,,,FALSE
가공 식품 및 재료,할라피뇨,,,,FALSE
가공 식품 및 재료,케이퍼,,,,FALSE
가공 식품 및 재료,육류 가공 식품,사골 곰탕,,,FALSE
가공 식품 및 재료,육류 가공 식품,비엔나 소시지,,,FALSE
가공 식품 및 재료,육류 가공 식품,소시지,,,FALSE
가공 식품 및 재료,육류 가공 식품,슬라이스 햄,,,FALSE
가공 식품 및 재료,육류 가공 식품,통조림 햄(스팸),,,FALSE
가공 식품 및 재료,육류 가공 식품,베이컨,,,FALSE
가공 식품 및 재료,육류 가공 식품,살라미(페퍼로니),,,FALSE
가공 식품 및 재료,육류 가공 식품,순대,,,FALSE
가공 식품 및 재료,수산 가공 식품,어묵(오뎅),,,FALSE
가공 식품 및 재료,수산 가공 식품,맛살,,,FALSE
가공 식품 및 재료,수산 가공 식품,크래미,,,FALSE
가공 식품 및 재료,수산 가공 식품,진미채,,,FALSE
가공 식품 및 재료,수산 가공 식품,건어물채,,,FALSE
가공 식품 및 재료,통조림,참치,,,TRUE
가공 식품 및 재료,통조림,꽁치,,,TRUE
가공 식품 및 재료,통조림,골뱅이,,,TRUE
가공 식품 및 재료,통조림,스위트 콘,,,FALSE
가공 식품 및 재료,통조림,베이크드 빈스,,,FALSE
가공 식품 및 재료,통조림,블랙 올리브,,,FALSE
가공 식품 및 재료,면,중면,,,FALSE
가공 식품 및 재료,면,소면,,,FALSE
가공 식품 및 재료,면,당면,,,FALSE
가공 식품 및 재료,면,넓적 당면,,,FALSE
가공 식품 및 재료,면,뉴진면,,,FALSE
가공 식품 및 재료,면,옥수수면,,,FALSE
가공 식품 및 재료,면,분모자,,,FALSE
가공 식품 및 재료,면,라면 사리,,,FALSE
가공 식품 및 재료,면,칼국수면,,,FALSE
가공 식품 및 재료,면,우동면,,,FALSE
가공 식품 및 재료,면,쫄면,,,FALSE
가공 식품 및 재료,면,쌀국수면,,,FALSE
가공 식품 및 재료,면,수제비,,,FALSE
가공 식품 및 재료,파스타,스파게티,,,FALSE
가공 식품 및 재료,파스타,팬네,,,FALSE
가공 식품 및 재료,파스타,마카로니,,,FALSE
가공 식품 및 재료,파스타,푸실리,,,FALSE
가공 식품 및 재료,파스타,라자냐,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 신라면,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 안성탕면,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 사리곰탕면,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 너구리,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 짜파게티,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 사천 짜파게티,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 육개장 사발면,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 멸치 칼국수,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 생생우동,,,FALSE
가공 식품 및 재료,인스턴트 라면,농심 오징어짬뽕,,,FALSE
가공 식품 및 재료,인스턴트 라면,삼양 삼양라면,,,FALSE
가공 식품 및 재료,인스턴트 라면,삼양 불닭볶음면,,,FALSE
가공 식품 및 재료,인스턴트 라면,삼양 까르보 불닭볶음면,,,FALSE
가공 식품 및 재료,인스턴트 라면,삼양 불닭볶음탕면,,,FALSE
가공 식품 및 재료,인스턴트 라면,삼양 짜짜로니,,,FALSE
가공 식품 및 재료,인스턴트 라면,팔도 비빔면,,,FALSE
가공 식품 및 재료,인스턴트 라면,팔도 왕뚜껑,,,FALSE
가공 식품 및 재료,인스턴트 라면,오뚜기 진라면 매운맛,,,FALSE
가공 식품 및 재료,인스턴트 라면,오뚜기 진라면 순한맛,,,FALSE
가공 식품 및 재료,인스턴트 라면,오뚜기 참깨라면,,,FALSE
가공 식품 및 재료,인스턴트 라면,오뚜기 열라면,,,FALSE
가공 식품 및 재료,인스턴트 라면,오뚜기 진짬뽕,,,FALSE
가공 식품 및 재료,인스턴트 라면,오뚜기 진짜장,,,FALSE
가공 식품 및 재료,인스턴트 라면,오뚜기 짜슐랭,,,FALSE
가공 식품 및 재료,인스턴트 라면,오모리 김치찌개 라면,,,FALSE
가공 식품 및 재료,두부,부침용,,,TRUE
가공 식품 및 재료,두부,찌개용,,,TRUE
가공 식품 및 재료,두부,순두부,,,FALSE
가공 식품 및 재료,두부,연두부,,,FALSE
가공 식품 및 재료,두부,건두부(푸주),,,FALSE
가공 식품 및 재료,두부,두부피(포두부),,,FALSE
가공 식품 및 재료,두부,유부,,,FALSE
가공 식품 및 재료,빵,식빵,,,FALSE
가공 식품 및 재료,빵,모닝빵,,,FALSE
가공 식품 및 재료,빵,바게트,,,FALSE
가공 식품 및 재료,빵,햄버거 번,,,FALSE
가공 식품 및 재료,빵,베이글,,,FALSE
가공 식품 및 재료,빵,또띠아,,,FALSE
가공 식품 및 재료,떡,떡국용 떡(쌀떡),,,FALSE
가공 식품 및 재료,떡,떡볶이 떡(쌀떡),,,FALSE
가공 식품 및 재료,떡,떡볶이 떡(밀떡),,,FALSE
가공 식품 및 재료,떡,조랭이 떡,,,FALSE
가공 식품 및 재료,떡,가래 떡,,,FALSE
가공 식품 및 재료,떡,치즈 떡,,,FALSE
가공 식품 및 재료,김치,배추 김치,,,FALSE
가공 식품 및 재료,김치,묵은지,,,FALSE
가공 식품 및 재료,김치,깍두기,,,FALSE
가공 식품 및 재료,김치,열무 김치,,,FALSE
가공 식품 및 재료,김치,오이 김치,,,FALSE
가공 식품 및 재료,김치,파 김치,,,FALSE
가공 식품 및 재료,냉동 · 간편식,냉동 만두,,,FALSE
가공 식품 및 재료,냉동 · 간편식,돈까스,,,FALSE
가공 식품 및 재료,냉동 · 간편식,해시브라운,,,FALSE
가공 식품 및 재료,냉동 · 간편식,치킨(통닭),,,FALSE
가공 식품 및 재료,냉동 · 간편식,치킨 너겟,,,FALSE
가공 식품 및 재료,냉동 · 간편식,치킨 텐더,,,FALSE
생수 · 음료 · 주류,물,,,,FALSE
생수 · 음료 · 주류,탄산수,,,,FALSE
생수 · 음료 · 주류,홍차,티백,,,TRUE
생수 · 음료 · 주류,녹차,티백,,,TRUE
생수 · 음료 · 주류,말차,,,,FALSE
생수 · 음료 · 주류,주류,소주,,,FALSE
생수 · 음료 · 주류,주류,청주,,,FALSE
생수 · 음료 · 주류,주류,고량주,,,FALSE
생수 · 음료 · 주류,주류,화이트와인,,,FALSE
생수 · 음료 · 주류,주류,레드와인,,,FALSE
생수 · 음료 · 주류,주류,맥주,,,FALSE
생수 · 음료 · 주류,주류,럼,,,FALSE
생수 · 음료 · 주류,과일 주스,사과 주스,,,FALSE
생수 · 음료 · 주류,과일 주스,오렌지 주스,,,FALSE
생수 · 음료 · 주류,과일 주스,배 주스,,,FALSE
생수 · 음료 · 주류,탄산 음료,토닉 워터,,,FALSE
생수 · 음료 · 주류,탄산 음료,콜라,,,FALSE
생수 · 음료 · 주류,탄산 음료,사이다,,,FALSE
생수 · 음료 · 주류,탄산 음료,진저 에일,,,FALSE
생수 · 음료 · 주류,커피,에스프레소,,,FALSE
생수 · 음료 · 주류,커피,인스턴트 가루,,,FALSE
디저트 및 베이킹 재료,스프링클,,,,FALSE
디저트 및 베이킹 재료,식용 색소,,,,FALSE
디저트 및 베이킹 재료,핫 케이크 가루(팬 케이크 믹스),,,,FALSE
디저트 및 베이킹 재료,브라우니 믹스,,,,FALSE
디저트 및 베이킹 재료,크로와상 생지,,,,FALSE
디저트 및 베이킹 재료,페스츄리 생지,,,,FALSE
디저트 및 베이킹 재료,팽창제 · 효모,베이킹 파우더,,,FALSE
디저트 및 베이킹 재료,팽창제 · 효모,베이킹 소다,,,FALSE
디저트 및 베이킹 재료,팽창제 · 효모,이스트,,,FALSE
디저트 및 베이킹 재료,향미 · 첨가제,바닐라 익스트랙,,,FALSE
디저트 및 베이킹 재료,향미 · 첨가제,바닐라 빈,,,FALSE
디저트 및 베이킹 재료,향미 · 첨가제,젤라틴,,,FALSE
디저트 및 베이킹 재료,향미 · 첨가제,한천 가루,,,FALSE
디저트 및 베이킹 재료,초콜릿,다크 초콜릿,,,FALSE
디저트 및 베이킹 재료,초콜릿,밀크 초콜릿,,,FALSE
디저트 및 베이킹 재료,초콜릿,초코 칩,,,FALSE
디저트 및 베이킹 재료,파우더,코코아 파우더,,,FALSE
디저트 및 베이킹 재료,파우더,슈가 파우더,,,FALSE
기타,,,,,FALSE
